code,name,status,index_name,updated,methodology_family,review_frequency,review_months,rebalance_timing,selection_count,weighting_scheme,weight_cap,has_free_float_adjustment,has_market_cap_screen,has_liquidity_screen,has_keyword_filter,has_fics_filter,pdf_page_count,pdf_text_chars,source_url,file_path,error
284980,RISE 200금융,downloaded,FnGuide-RAFI Korea Index Series,July 2019,dividend,annual,6,"종목 선정일 및 개편 일정 종목 및 편입비중의 정기변경은 매년 6월 KOSPI200 주가지수 선물, 옵션 동시만기일의 다음주 첫 영업일에 실시한다. 수시 변경 및 지수관리의 기본 룰은 MKF지수의 방법을 따른다...",50,fundamental_float_adjusted,25%,True,True,False,False,False,14,15681,https://file.fnguide.com/fnindex/files/FnGuide-RAFI_Korea_Index_Series_Methodology_Book_한투_(20190701)_v2.4.pdf,etfs\raw\methodologies\284980_71da2faa0706.pdf,
465330,RISE 2차전지TOP10,downloaded,FnGuide Size/Style Index Series,February 2026,dividend,semiannual,"6,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,10,float_market_cap_weighted,25%,True,True,True,False,False,16,16910,https://file.fnguide.com/fnindex/files/FnGuide_SizeStyle_Index_Series_Methodology_Book_미래_(20260203)_v2.0.pdf,etfs\raw\methodologies\465330_60b5df44287f.pdf,
422420,RISE 2차전지액티브,downloaded,FnGuide Secondary Battery Industry Index,April 2023,keyword_theme,quarterly,"3,6,9,12",선물옵션 만기일 익주 첫 번째 영업일부터 세 번째 영업일까지 정기 변경을 수행합니다,25,score_weighted,20%,True,True,True,True,False,13,15188,https://file.fnguide.com/fnindex/files/FnGuide_Secondary_Battery_Industry_Index_Methodology_Book_삼성_(20230425)_v2.1.pdf,etfs\raw\methodologies\422420_8ae0b61a17ae.pdf,
469070,RISE AI&로봇,downloaded,FnGuide AI Semiconductor TOP3 Plus Price Return Index,September 2023,keyword_theme,quarterly,"3,6,9,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기 개편을 수행합니다,3,equal_weighted,,True,True,True,False,True,17,23213,https://file.fnguide.com/fnindex/files/FnGuide_AI_Semiconductor_TOP3_Plus_Price_Return_Index_Methodology_Book_(20230920)_v1.5.pdf,etfs\raw\methodologies\469070_466c302826ee.pdf,
0093A0,RISE AI반도체TOP10,downloaded,FnGuide AI Semiconductor TOP10 Index,June 2025,keyword_theme,quarterly,"1,4,7,10",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,3,float_market_cap_weighted,15%,True,True,True,True,True,19,25099,https://file.fnguide.com/fnindex/files/FnGuide_AI_Semiconductor_TOP10_Index_Methodology_Book_(20250602)_v1.0.pdf,etfs\raw\methodologies\0093A0_582f7c84fdd3.pdf,
0101N0,RISE AI전력인프라,downloaded,FnGuide AI Semiconductor & Infrastructure Index,April 2024,keyword_theme,quarterly,"3,6,9,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,4,equal_weighted,,True,True,True,True,True,20,25311,https://file.fnguide.com/fnindex/files/FnGuide_AI_Semiconductor & Infrastructure_Index_Methodology_Book_(20240418)_v2.0.pdf,etfs\raw\methodologies\0101N0_374de20750a1.pdf,
427120,RISE AI플랫폼,downloaded,FnGuide AI Platform Index,,keyword_theme,semiannual,"6,12",선물옵션 만기일 익주 첫 영업일에 정기변경을 수행합니다,3,float_market_cap_weighted,8%,True,True,True,True,False,15,20635,https://file.fnguide.com/fnindex/files/FnGuide_AI_Platform_Index_Methodology_Book_KB_(20251106)_v1.1.pdf,etfs\raw\methodologies\427120_880faa2f3829.pdf,
326240,RISE IT플러스,downloaded,FnGuide IT PLUS Index,July 2019,sector_theme,semiannual,"6,12",선물옵션 만기일 익주 첫 영업일에 정기변경을 수행합니다,,float_market_cap_weighted,10%,True,True,True,False,True,10,11300,https://file.fnguide.com/fnindex/files/FnGuide_IT PLUS_Index_Methodology_Book_KB_(20190701)_v1.3.pdf,etfs\raw\methodologies\326240_bea5dc8cb6b5.pdf,
388280,RISE K엔터&여행레저,downloaded,FnGuide K-Entertainment & Travel Leisure Index,,sector_theme,semiannual,"6,12",선물옵션 만기일 익주 첫 영업일에 정기변경을 수행합니다,,float_market_cap_weighted,10%,True,True,True,False,True,14,19314,https://file.fnguide.com/fnindex/files/FnGuide_K-Entertainment & Travel Leisure_Index_Methodology_Book_KB자산운용_(20251106)_v1.1.pdf,etfs\raw\methodologies\388280_8bf34ee452fc.pdf,
300640,RISE 게임테마,downloaded,FnGuide K-Game Index,February 2021,keyword_theme,semiannual,"6,12",선물옵션 만기일(D) 이후 4영업일(D+4)과 5영업일(D+5)에 정기변경을 수행합니다,20,float_market_cap_weighted,,True,True,True,False,True,16,21209,https://file.fnguide.com/fnindex/files/FnGuide_K-Game_Index_Methodology_Book_NHA_(20210225)_v1.0.pdf,etfs\raw\methodologies\300640_61f80a798567.pdf,
0000Z0,RISE 바이오TOP10액티브,downloaded,FnGuide Size/Style Index Series,February 2026,dividend,semiannual,"6,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,10,float_market_cap_weighted,25%,True,True,True,False,False,16,16910,https://file.fnguide.com/fnindex/files/FnGuide_SizeStyle_Index_Series_Methodology_Book_미래_(20260203)_v2.0.pdf,etfs\raw\methodologies\0000Z0_60b5df44287f.pdf,
446700,RISE 배터리 리사이클링,downloaded,FnGuide All-Solid-State Battery & Silicon Anode Index,October 2024,keyword_theme,quarterly,"3,6,9,12",선물옵션 만기일(D) 이후 2영업일 째(D+2)에 정기변경을 수행합니다,2,float_market_cap_weighted,20%,True,True,True,True,True,22,28179,https://file.fnguide.com/fnindex/files/FnGuide_All-Soild-State_Battery_&_Silicon_Anode_Index_Methodology_Book_(20241028)_v1.1.pdf,etfs\raw\methodologies\446700_bf91416fcf36.pdf,
388420,RISE 비메모리반도체액티브,downloaded,FnGuide AI Semiconductor TOP3 Plus Price Return Index,September 2023,keyword_theme,quarterly,"3,6,9,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기 개편을 수행합니다,3,equal_weighted,,True,True,True,False,True,17,23213,https://file.fnguide.com/fnindex/files/FnGuide_AI_Semiconductor_TOP3_Plus_Price_Return_Index_Methodology_Book_(20230920)_v1.5.pdf,etfs\raw\methodologies\388420_466c302826ee.pdf,
498860,RISE 코리아금융고배당,downloaded,FnGuide KOREA High Dividend,December 2025,dividend,semiannual,"5,11",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,10,float_market_cap_weighted,5%,True,True,True,False,False,13,14929,https://file.fnguide.com/fnindex/files/FnGuide_KOREA_High_Dividend_Methodology_Book_(20251201)_v1.3.pdf,etfs\raw\methodologies\498860_e6f5d77736ff.pdf,
253280,RISE 헬스케어,downloaded,FnGuide Healthcare Index,July 2019,sector_theme,semiannual,"6,12",.............. 6 3.2 기준시가총액(𝑩𝒕) 산출 방법 ..................................................................................,,float_market_cap_weighted,,True,True,True,False,True,15,19836,https://file.fnguide.com/fnindex/files/FnGuide_HealthCare_Index_Methodology_Book_KB_(20190701)_v2.3.pdf,etfs\raw\methodologies\253280_9855e57bcb28.pdf,
0190C0,RISE 현대차고정피지컬AI,downloaded,FnGuide AI Semiconductor TOP3 Plus Price Return Index,September 2023,keyword_theme,quarterly,"3,6,9,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기 개편을 수행합니다,3,equal_weighted,,True,True,True,False,True,17,23213,https://file.fnguide.com/fnindex/files/FnGuide_AI_Semiconductor_TOP3_Plus_Price_Return_Index_Methodology_Book_(20230920)_v1.5.pdf,etfs\raw\methodologies\0190C0_466c302826ee.pdf,
455860,SOL 2차전지소부장Fn,downloaded,FnGuide Secondary Battery Materials & Equipment Index,November 2023,keyword_theme,semiannual,"6,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,20,float_market_cap_weighted,20%,True,True,True,True,True,16,22232,https://file.fnguide.com/fnindex/files/FnGuide_Secondary_Battery_Material_&_Equipment_Index_Methodology_Book_신한자산운용_(20231114)_v1.2.pdf,etfs\raw\methodologies\455860_2a10ffbf1771.pdf,
0167A0,SOL AI반도체TOP2플러스,downloaded,FnGuide AI Semiconductor TOP2 Plus Index,January 2026,keyword_theme,quarterly,"1,4,7,10",2영업일째(D+2)에 정기변경을 수행합니다,2,float_market_cap_weighted,15%,True,True,True,True,True,20,26811,https://file.fnguide.com/fnindex/files/FnGuide AI Semiconductor TOP2 Plus Index_Methodology_Book_(20260102)_v1.2.pdf,etfs\raw\methodologies\0167A0_57c7d80a085d.pdf,
455850,SOL AI반도체소부장,downloaded,FnGuide AI Semiconductor Materials & Equipment Index,February 2024,keyword_theme,semiannual,"6,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,20,float_market_cap_weighted,20%,True,True,True,True,True,16,22314,https://file.fnguide.com/fnindex/files/FnGuide_AI_Semiconductor_Material_&_Equipment_Index_Methodology_Book_신한자산운용_(20240213)_v1.3.pdf,etfs\raw\methodologies\455850_9fe7197e9742.pdf,
490480,SOL K방산,downloaded,FnGuide Defense TOP5 Index TR,July 2025,keyword_theme,semiannual,"6,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,3,float_market_cap_weighted,23%,True,True,True,True,False,17,22833,https://file.fnguide.com/fnindex/files/FnGuide_Defense_TOP5_Index_TR_Methodology_Book_(20250730)_v1.2.pdf,etfs\raw\methodologies\490480_51590a18eb33.pdf,
484880,SOL 금융지주플러스고배당,downloaded,FnGuide Financial Group Plus High Dividend Index(PR),April 2024,dividend,semiannual,"4,10",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,,custom_weighted,,True,True,True,False,True,16,21859,https://file.fnguide.com/fnindex/files/FnGuide_Financial_Group_Plus_High_Dividend_Index_PR_Methodology_Book_(20240430)_v1.1.pdf,etfs\raw\methodologies\484880_22b0543da6f7.pdf,
475300,SOL 반도체전공정,downloaded,FnGuide Semiconductor Front-End Process Index,November 2023,keyword_theme,semiannual,"6,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,2,float_market_cap_weighted,20%,True,True,True,True,True,20,27173,https://file.fnguide.com/fnindex/files/FnGuide_Semiconductor_Front-End_Process_Index_Methodology_Book_(20231130)_v1.1.pdf,etfs\raw\methodologies\475300_97d98c3f45ff.pdf,
475310,SOL 반도체후공정,downloaded,FnGuide Semiconductor Back-End Process Index,November 2023,keyword_theme,semiannual,"6,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,2,float_market_cap_weighted,20%,True,True,True,True,True,20,27204,https://file.fnguide.com/fnindex/files/FnGuide_Semiconductor_Back-End_Process_Index_Methodology_Book_(20231130)_v1.1.pdf,etfs\raw\methodologies\475310_af9ebebe872f.pdf,
464610,SOL 의료기기소부장Fn,downloaded,FnGuide Medical Device Materials & Equipment Index,July 2023,keyword_theme,semiannual,"6,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,,float_market_cap_weighted,10%,True,True,True,True,True,18,24240,https://file.fnguide.com/fnindex/files/FnGuide_Medical_Device_Materials_&_Equipment_Index_Methodology_Book_신한_(20230711)_v1.2.pdf,etfs\raw\methodologies\464610_aca3e09d507b.pdf,
466930,SOL 자동차TOP3플러스,downloaded,FnGuide Automobile TOP3 Plus Index,August 2023,keyword_theme,semiannual,"6,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,3,float_market_cap_weighted,10%,True,True,True,False,True,16,22611,https://file.fnguide.com/fnindex/files/FnGuide_Automobile_TOP3_Plus_Index_Methodology_Book_(20230817)_v2.0.pdf,etfs\raw\methodologies\466930_9094f311de0c.pdf,
464600,SOL 자동차소부장Fn,downloaded,FnGuide Automobile Materials & Equipment Index,July 2023,keyword_theme,semiannual,"6,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,20,float_market_cap_weighted,10%,True,True,True,True,True,17,23868,https://file.fnguide.com/fnindex/files/FnGuide_Automobile_Materials_&_Equipment_Index_Methodology_Book_신한_(20230711)_v1.2.pdf,etfs\raw\methodologies\464600_c065530b275c.pdf,
0005D0,SOL 전고체배터리&실리콘음극재,downloaded,FnGuide All-Solid-State Battery & Silicon Anode Index,October 2024,keyword_theme,quarterly,"3,6,9,12",선물옵션 만기일(D) 이후 2영업일 째(D+2)에 정기변경을 수행합니다,2,float_market_cap_weighted,20%,True,True,True,True,True,22,28179,https://file.fnguide.com/fnindex/files/FnGuide_All-Soild-State_Battery_&_Silicon_Anode_Index_Methodology_Book_(20241028)_v1.1.pdf,etfs\raw\methodologies\0005D0_bf91416fcf36.pdf,
466920,SOL 조선TOP3플러스,downloaded,FnGuide Shipbuilding TOP3 Plus Index,September 2025,keyword_theme,quarterly,"2,5,8,11",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,1,float_market_cap_weighted,25%,True,True,True,True,True,17,24056,https://file.fnguide.com/fnindex/files/FnGuide_Shipbuilding_TOP3_Plus_Index_Methodology_Book_(20250909)_v1.4.pdf,etfs\raw\methodologies\466920_b13eb0bc3c86.pdf,
0141S0,SOL 조선기자재,downloaded,FnGuide Shipbuilding Equipment Index,October 2025,equal_weight,quarterly,"2,5,8,11",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,1,equal_weighted,20%,True,True,True,True,True,19,25341,https://file.fnguide.com/fnindex/files/FnGuide_Shipbuilding_Equipment_Index_Methodology_Book_(20251013)_v1.0.pdf,etfs\raw\methodologies\0141S0_533567ac0f6b.pdf,
0105D0,SOL 한국AI소프트웨어,downloaded,FnGuide Sector Coverage Index Series,July 2019,sector_theme,semiannual,"6,12",종목 선정일 및 개편 일정 화학 Index 화학 지수는 매년 6월과 12월 KOSPI200 주가지수 선물의 최종거래일이 속하는 주의 다음 주 첫 영업일에 다음을 기준으로 정기변경을 실시한다. 유가증권시장 상장종...,,float_market_cap_weighted,25%,True,False,False,False,False,22,26962,https://file.fnguide.com/fnindex/files/FnGuide_Sector_Coverage_Index_Series_Methology_Book_미래_(20190701)_v2.3.pdf,etfs\raw\methodologies\0105D0_bf7dfdb2d9c3.pdf,
0008T0,SOL 화장품TOP3플러스,downloaded,FnGuide Cosmetics TOP3 Plus Index,September 2025,keyword_theme,quarterly,"1,4,7,10",2영업일 째(D+2)에 정기변경을 수행합니다,1,float_market_cap_weighted,20%,True,True,True,True,False,17,20156,https://file.fnguide.com/fnindex/files/FnGuide_Cosmetics_TOP3_Plus_Index_Methodology_Book_(20250903)_v1.3.pdf,etfs\raw\methodologies\0008T0_75f028f551de.pdf,
315270,TIGER 200커뮤니케이션서비스,downloaded,FnGuide-RAFI Korea Index Series,July 2019,dividend,annual,6,"종목 선정일 및 개편 일정 종목 및 편입비중의 정기변경은 매년 6월 KOSPI200 주가지수 선물, 옵션 동시만기일의 다음주 첫 영업일에 실시한다. 수시 변경 및 지수관리의 기본 룰은 MKF지수의 방법을 따른다...",50,fundamental_float_adjusted,25%,True,True,False,False,False,14,15681,https://file.fnguide.com/fnindex/files/FnGuide-RAFI_Korea_Index_Series_Methodology_Book_한투_(20190701)_v2.4.pdf,etfs\raw\methodologies\315270_71da2faa0706.pdf,
364980,TIGER 2차전지TOP10,downloaded,FnGuide Size/Style Index Series,February 2026,dividend,semiannual,"6,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,10,float_market_cap_weighted,25%,True,True,True,False,False,16,16910,https://file.fnguide.com/fnindex/files/FnGuide_SizeStyle_Index_Series_Methodology_Book_미래_(20260203)_v2.0.pdf,etfs\raw\methodologies\364980_60b5df44287f.pdf,
462010,TIGER 2차전지소재Fn,downloaded,FnGuide Secondary Battery Material Index,May 2024,keyword_theme,quarterly,"1,4,7,10",2영업일 째(D+2)에 2영업일에 걸쳐 정기 변경을 수행합니,3,float_market_cap_weighted,,True,True,True,True,False,18,24543,https://file.fnguide.com/fnindex/files/FnGuide_Secondary_Battery_Material_Index_Methodology_Book_미래_v1.3.pdf,etfs\raw\methodologies\462010_7213faeec355.pdf,
305540,TIGER 2차전지테마,downloaded,FnGuide Secondary Battery Industry Index,April 2023,keyword_theme,quarterly,"3,6,9,12",선물옵션 만기일 익주 첫 번째 영업일부터 세 번째 영업일까지 정기 변경을 수행합니다,25,score_weighted,20%,True,True,True,True,False,13,15188,https://file.fnguide.com/fnindex/files/FnGuide_Secondary_Battery_Industry_Index_Methodology_Book_삼성_(20230425)_v2.1.pdf,etfs\raw\methodologies\305540_8ae0b61a17ae.pdf,
471760,TIGER AI반도체핵심공정,downloaded,FnGuide AI Semiconductor TOP3 Plus Price Return Index,September 2023,keyword_theme,quarterly,"3,6,9,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기 개편을 수행합니다,3,equal_weighted,,True,True,True,False,True,17,23213,https://file.fnguide.com/fnindex/files/FnGuide_AI_Semiconductor_TOP3_Plus_Price_Return_Index_Methodology_Book_(20230920)_v1.5.pdf,etfs\raw\methodologies\471760_466c302826ee.pdf,
365040,TIGER AI코리아그로스액티브,downloaded,FnGuide Korea AI Tech Core Industry Index,December 2025,keyword_theme,semiannual,"6,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,3,float_market_cap_weighted,20%,True,True,True,True,True,20,25500,https://file.fnguide.com/fnindex/files/FnGuide_Korea AI Tech Core Industry_Index_Methodology_Book_(20251201)_v1.0.pdf,etfs\raw\methodologies\365040_a0fd547b69bf.pdf,
377990,TIGER Fn신재생에너지,downloaded,FnGuide K-Renewable Energy Plus Index,January 2021,keyword_theme,semiannual,"6,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,,custom_weighted,,True,True,True,True,True,16,21233,https://file.fnguide.com/fnindex/files/FnGuide_K-Renewable Energy Plus_Index_Methodology_Book_삼성자산운용_(20210122)_v1.0.pdf,etfs\raw\methodologies\377990_d8afbf8c3e96.pdf,
300610,TIGER K게임,downloaded,FnGuide K-Game Index,February 2021,keyword_theme,semiannual,"6,12",선물옵션 만기일(D) 이후 4영업일(D+4)과 5영업일(D+5)에 정기변경을 수행합니다,20,float_market_cap_weighted,,True,True,True,False,True,16,21209,https://file.fnguide.com/fnindex/files/FnGuide_K-Game_Index_Methodology_Book_NHA_(20210225)_v1.0.pdf,etfs\raw\methodologies\300610_61f80a798567.pdf,
463250,TIGER K방산&우주,downloaded,FnGuide Defense TOP5 Index TR,July 2025,keyword_theme,semiannual,"6,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,3,float_market_cap_weighted,23%,True,True,True,True,False,17,22833,https://file.fnguide.com/fnindex/files/FnGuide_Defense_TOP5_Index_TR_Methodology_Book_(20250730)_v1.2.pdf,etfs\raw\methodologies\463250_51590a18eb33.pdf,
364990,TIGER 게임TOP10,downloaded,FnGuide Size/Style Index Series,February 2026,dividend,semiannual,"6,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,10,float_market_cap_weighted,25%,True,True,True,False,False,16,16910,https://file.fnguide.com/fnindex/files/FnGuide_SizeStyle_Index_Series_Methodology_Book_미래_(20260203)_v2.0.pdf,etfs\raw\methodologies\364990_60b5df44287f.pdf,
0168K0,TIGER 기술이전바이오액티브,downloaded,FnGuide K-Bio Balanced Index,March 2026,equal_weight,quarterly,"5,6,11,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,3,equal_weighted,,True,True,True,True,True,21,26692,https://file.fnguide.com/fnindex/files/FnGuide_K-Bio_Balanced_Index_Methodology_Book_(20260306)_v1.0.pdf,etfs\raw\methodologies\0168K0_e6ad30e3a9d6.pdf,
228810,TIGER 미디어컨텐츠,downloaded,FnGuide K-POP & Media Index,February 2021,keyword_theme,semiannual,"6,12",선물옵션 만기일(D) 이후 4영업일(D+4)과 5영업일(D+5)에 정기변경을 수행합니다,20,float_market_cap_weighted,,True,True,True,False,True,17,21886,https://file.fnguide.com/fnindex/files/FnGuide_K-POP_&_Media_Index_Methodology_Book_NHA_(20210225)_v1.0.pdf,etfs\raw\methodologies\228810_48ffa5d26b80.pdf,
364970,TIGER 바이오TOP10,downloaded,FnGuide Size/Style Index Series,February 2026,dividend,semiannual,"6,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,10,float_market_cap_weighted,25%,True,True,True,False,False,16,16910,https://file.fnguide.com/fnindex/files/FnGuide_SizeStyle_Index_Series_Methodology_Book_미래_(20260203)_v2.0.pdf,etfs\raw\methodologies\364970_60b5df44287f.pdf,
091230,TIGER 반도체,downloaded,FnGuide AI Semiconductor TOP3 Plus Price Return Index,September 2023,keyword_theme,quarterly,"3,6,9,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기 개편을 수행합니다,3,equal_weighted,,True,True,True,False,True,17,23213,https://file.fnguide.com/fnindex/files/FnGuide_AI_Semiconductor_TOP3_Plus_Price_Return_Index_Methodology_Book_(20230920)_v1.5.pdf,etfs\raw\methodologies\091230_466c302826ee.pdf,
396500,TIGER 반도체TOP10,downloaded,FnGuide AI Semiconductor TOP10 Index,June 2025,keyword_theme,quarterly,"1,4,7,10",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,3,float_market_cap_weighted,15%,True,True,True,True,True,19,25099,https://file.fnguide.com/fnindex/files/FnGuide_AI_Semiconductor_TOP10_Index_Methodology_Book_(20250602)_v1.0.pdf,etfs\raw\methodologies\396500_582f7c84fdd3.pdf,
0177R0,TIGER 반도체TOP10커버드콜액티브,downloaded,FnGuide Size/Style Index Series,February 2026,dividend,semiannual,"6,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,10,float_market_cap_weighted,25%,True,True,True,False,False,16,16910,https://file.fnguide.com/fnindex/files/FnGuide_SizeStyle_Index_Series_Methodology_Book_미래_(20260203)_v2.0.pdf,etfs\raw\methodologies\0177R0_60b5df44287f.pdf,
157490,TIGER 소프트웨어,downloaded,FnGuide Sector Coverage Index Series,July 2019,sector_theme,semiannual,"6,12",종목 선정일 및 개편 일정 화학 Index 화학 지수는 매년 6월과 12월 KOSPI200 주가지수 선물의 최종거래일이 속하는 주의 다음 주 첫 영업일에 다음을 기준으로 정기변경을 실시한다. 유가증권시장 상장종...,,float_market_cap_weighted,25%,True,False,False,False,False,22,26962,https://file.fnguide.com/fnindex/files/FnGuide_Sector_Coverage_Index_Series_Methology_Book_미래_(20190701)_v2.3.pdf,etfs\raw\methodologies\157490_bf7dfdb2d9c3.pdf,
091220,TIGER 은행,downloaded,FnGuide Bank High Dividend Plus TOP 10 Index,August 2023,dividend,semiannual,"6,12",선물옵션 만기일(D)를 기준으로 2영업일 째(D+2)에 정기 변경을 수행합니다,10,custom_weighted,,True,True,False,False,True,15,19993,https://file.fnguide.com/fnindex/files/FnGuide_Bank_High_Dividend_Plus_TOP_10_Index_Methodology_Book_(20230825)_v1.2.pdf,etfs\raw\methodologies\091220_8e6e80515440.pdf,
466940,TIGER 은행고배당플러스TOP10,downloaded,FnGuide Size/Style Index Series,February 2026,dividend,semiannual,"6,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,10,float_market_cap_weighted,25%,True,True,True,False,False,16,16910,https://file.fnguide.com/fnindex/files/FnGuide_SizeStyle_Index_Series_Methodology_Book_미래_(20260203)_v2.0.pdf,etfs\raw\methodologies\466940_60b5df44287f.pdf,
307510,TIGER 의료기기,downloaded,FnGuide Healthcare Equipment Index,July 2019,sector_theme,quarterly,"5,6,11,12",마지막 영업일을 평가일로 하여 실시한다,,float_market_cap_weighted,25%,True,True,True,False,True,15,19114,https://file.fnguide.com/fnindex/files/FnGuide_Healthcare_Equipment_Index_Methodology_Book_미래_(20190701)_v2.6.pdf,etfs\raw\methodologies\307510_bc4f965abc8e.pdf,
365000,TIGER 인터넷TOP10,downloaded,FnGuide Size/Style Index Series,February 2026,dividend,semiannual,"6,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,10,float_market_cap_weighted,25%,True,True,True,False,False,16,16910,https://file.fnguide.com/fnindex/files/FnGuide_SizeStyle_Index_Series_Methodology_Book_미래_(20260203)_v2.0.pdf,etfs\raw\methodologies\365000_60b5df44287f.pdf,
494670,TIGER 조선TOP10,downloaded,FnGuide Size/Style Index Series,February 2026,dividend,semiannual,"6,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,10,float_market_cap_weighted,25%,True,True,True,False,False,16,16910,https://file.fnguide.com/fnindex/files/FnGuide_SizeStyle_Index_Series_Methodology_Book_미래_(20260203)_v2.0.pdf,etfs\raw\methodologies\494670_60b5df44287f.pdf,
157500,TIGER 증권,downloaded,FnGuide Sector Coverage Index Series,July 2019,sector_theme,semiannual,"6,12",종목 선정일 및 개편 일정 화학 Index 화학 지수는 매년 6월과 12월 KOSPI200 주가지수 선물의 최종거래일이 속하는 주의 다음 주 첫 영업일에 다음을 기준으로 정기변경을 실시한다. 유가증권시장 상장종...,,float_market_cap_weighted,25%,True,False,False,False,False,22,26962,https://file.fnguide.com/fnindex/files/FnGuide_Sector_Coverage_Index_Series_Methology_Book_미래_(20190701)_v2.3.pdf,etfs\raw\methodologies\157500_bf7dfdb2d9c3.pdf,
307520,TIGER 지주회사,downloaded,FnGuide Holdings Company Index,July 2025,top_n_theme,quarterly,"1,2,7,8",2영업일 전의 종가(D-2)를 이용합니다,30,float_market_cap_weighted,,True,True,True,False,False,12,12499,https://file.fnguide.com/fnindex/files/FnGuide_Holdings_Company_Methodology_Book_미래_(20250701)_v2.1.pdf,etfs\raw\methodologies\307520_f37b076120b1.pdf,
0117V0,TIGER 코리아AI전력기기TOP3플러스,downloaded,FnGuide Automobile TOP3 Plus Index,August 2023,keyword_theme,semiannual,"6,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,3,float_market_cap_weighted,10%,True,True,True,False,True,16,22611,https://file.fnguide.com/fnindex/files/FnGuide_Automobile_TOP3_Plus_Index_Methodology_Book_(20230817)_v2.0.pdf,etfs\raw\methodologies\0117V0_9094f311de0c.pdf,
0148J0,TIGER 코리아휴머노이드로봇산업,downloaded,FnGuide Korea AI Tech Core Industry Index,December 2025,keyword_theme,semiannual,"6,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,3,float_market_cap_weighted,20%,True,True,True,True,True,20,25500,https://file.fnguide.com/fnindex/files/FnGuide_Korea AI Tech Core Industry_Index_Methodology_Book_(20251201)_v1.0.pdf,etfs\raw\methodologies\0148J0_a0fd547b69bf.pdf,
387280,TIGER 퓨처모빌리티액티브,downloaded,FnGuide Fuel Cell Electric Future Mobility Index,February 2021,keyword_theme,semiannual,"6,12",선물옵션 만기일 익주 첫 영업일에 정기변경을 수행합니다,1,float_market_cap_weighted,,True,True,False,True,False,10,12618,https://file.fnguide.com/fnindex/files/FnGuide_Fuel Cell Electric Future Mobility_Index_Methodology_Book_MR_(20210224)_v1.2.pdf,etfs\raw\methodologies\387280_03472677893e.pdf,
449690,TIGER 한중반도체(합성),downloaded,FnGuide AI Semiconductor TOP3 Plus Price Return Index,September 2023,keyword_theme,quarterly,"3,6,9,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기 개편을 수행합니다,3,equal_weighted,,True,True,True,False,True,17,23213,https://file.fnguide.com/fnindex/files/FnGuide_AI_Semiconductor_TOP3_Plus_Price_Return_Index_Methodology_Book_(20230920)_v1.5.pdf,etfs\raw\methodologies\449690_466c302826ee.pdf,
