etf_code,etf_name,holdings_file,holdings_latest_as_of,holdings_row_count,methodology_pdf_status,methodology_structured_status,index_code,index_name,rebalance_frequency,rebalance_months,rebalance_timing,rebalance_date_status,weighting_scheme,weight_cap,readiness,next_action,missing_data,review_flags
266550,PLUS 중형주저변동50,etfs/output/files/holdings_266550.parquet,2026-06-16,18142,downloaded,draft_review_required,FI00.WLT.HDL,FnGuide High Dividend Low Volatility 50 Index,quarterly,"5,6,11,12",선물옵션 만기일(D-4)을 포함하여,requires_calendar,equal_weighted,,,,constituent_universe|corporate_actions|dividend_data|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar|selection.total_constituents not extracted with evidence|status=draft_extracted
270800,RISE KQ고배당,etfs/output/files/holdings_270800.parquet,2026-06-16,22702,downloaded,draft_review_required,FI00.WLT.KDQ,FnGuide KQ High Dividend Focus Index,semiannual,"4,5",선물옵션 만기일 익주 두번째 영업일부터 세번째 영업일까지,requires_calendar,float_market_cap_weighted,8%,,,constituent_universe|corporate_actions|dividend_data|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar|selection.total_constituents not extracted with evidence|status=draft_extracted|weight cap exists in rules but residual/fixed bucket scope is unresolved
279530,KODEX 고배당주,etfs/output/files/holdings_279530.parquet,2026-06-16,10616,downloaded,draft_review_required,FI00.WLT.HDV,FnGuide High Dividend Stocks Index,semiannual,"6,12",5영업일째 되는,requires_calendar,unknown,,,,constituent_universe|corporate_actions|dividend_data|free_float_ratio|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:krx_trading_calendar|selection.total_constituents not extracted with evidence|status=draft_extracted
280920,PLUS 주도업종,etfs/output/files/holdings_280920.parquet,2026-06-16,10912,downloaded,draft_review_required,FI00.WLT.HCY,FnGuide Leading Industry Index,semiannual,"6,12",5영업일째 되는 날(T+4)에,requires_calendar,float_market_cap_weighted,20%,,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices,date_resolution_missing:krx_trading_calendar|selection.total_constituents not extracted with evidence|status=draft_extracted|weight_cap_scope_requires_review
281990,RISE 중소형고배당,etfs/output/files/holdings_281990.parquet,2026-06-16,25853,downloaded,draft_review_required,FI00.WLT.NDV,FnGuide K High Dividend Index,semiannual,"6,12",선물옵션 만기일(D) 이후 4영업일(D+4)과 5영업일(D+5)에 정기변경을 수행합니다,requires_calendar,custom_weighted,,,,constituent_universe|corporate_actions|custom_index_formula_inputs|dividend_data|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar|status=draft_extracted
292150,TIGER 코리아TOP10,etfs/output/files/holdings_292150.parquet,2026-06-16,3872,downloaded,draft_review_required,FI00.WLT.T10,FnGuide Size/Style Index Series,semiannual,"6,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,requires_calendar,float_market_cap_weighted,25%,,,constituent_universe|corporate_actions|dividend_data|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar|status=draft_extracted|weight cap exists in rules but residual/fixed bucket scope is unresolved
300950,KODEX 게임산업,etfs/output/files/holdings_300950.parquet,2026-06-16,5739,downloaded,draft_review_required,,FnGuide Game Industry Index,quarterly,"5,6,11,12",선물옵션 만기일 익주 첫 번째 영업일에 정기 변경을 수행합니다,requires_calendar,float_market_cap_weighted,25%,,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|stock_prices,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar|weight_cap_scope_requires_review
305720,KODEX 2차전지산업,etfs/output/files/holdings_305720.parquet,2026-06-16,9160,downloaded,draft_review_required,,FnGuide Secondary Battery Industry Index,quarterly,"3,6,9,12",선물옵션 만기일 익주 첫 번째 영업일부터 세 번째 영업일까지 정기 변경을 수행합니다,requires_calendar,score_weighted,20%,,,constituent_universe|corporate_actions|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|score_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar|weight_cap_scope_requires_review
307510,TIGER 의료기기,etfs/output/files/holdings_307510.parquet,2026-06-16,19726,downloaded,draft_review_required,,FnGuide Healthcare Equipment Index,quarterly,"5,6,11,12",마지막 영업일을 평가일로 하여 실시한다,requires_calendar,float_market_cap_weighted,25%,,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|krx_trading_calendar|listed_shares|market_cap|month_end_business_day_calendar|stock_prices|trading_value_liquidity,date_resolution_missing:krx_trading_calendar|date_resolution_missing:month_end_business_day_calendar|weight_cap_scope_requires_review
307520,TIGER 지주회사,etfs/output/files/holdings_307520.parquet,2026-06-16,10959,downloaded,draft_review_required,,FnGuide Holdings Company Index,quarterly,"1,2,7,8",2영업일 전의 종가(D-2)를 이용합니다,requires_calendar,float_market_cap_weighted,,,,constituent_universe|corporate_actions|free_float_ratio|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:krx_trading_calendar
314700,HANARO 농업융복합산업,etfs/output/files/holdings_314700.parquet,2026-06-16,7078,downloaded,draft_review_required,FI00.WLT.NAG,FnGuide Agriculture Business Industry Index,semiannual,"6,12",선물옵션 만기일(D) 이후 4영업일(D+4)과 5영업일(D+5)에 정기변경을 수행합니다,requires_calendar,float_market_cap_weighted,,,,constituent_universe|corporate_actions|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar|status=draft_extracted
315930,KODEX Top5PlusTR,etfs/output/files/holdings_315930.parquet,2026-06-16,3872,downloaded,draft_review_required,DIV.FI00.WLT.DF5,FnGuide Defense TOP5 Index TR,semiannual,"6,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,requires_calendar,float_market_cap_weighted,23%,,,constituent_universe|corporate_actions|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar|rules.selection_count differs from PDF total constituents|status=draft_extracted|weight_cap_scope_requires_review
322400,HANARO e커머스,etfs/output/files/holdings_322400.parquet,2026-06-16,8031,downloaded,draft_review_required,FI00.WLT.NCE,FnGuide E-Commerce Index,semiannual,"6,12",선물옵션 만기일(D) 이후 4영업일(D+4)과 5영업일(D+5)에 정기변경을 수행합니다,requires_calendar,float_market_cap_weighted,,,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar|selection.total_constituents not extracted with evidence|status=draft_extracted
322410,HANARO K고배당,etfs/output/files/holdings_322410.parquet,2026-06-16,14432,downloaded,draft_review_required,FI00.WLT.KDQ,FnGuide KQ High Dividend Focus Index,semiannual,"4,5",선물옵션 만기일 익주 두번째 영업일부터 세번째 영업일까지,requires_calendar,float_market_cap_weighted,8%,,,constituent_universe|corporate_actions|dividend_data|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar|selection.total_constituents not extracted with evidence|status=draft_extracted|weight cap exists in rules but residual/fixed bucket scope is unresolved
325010,KODEX 성장주,etfs/output/files/holdings_325010.parquet,2026-06-16,118374,search_failed,missing_pdf,,,unknown,,,missing_methodology_rule,unknown,,,,constituent_universe|corporate_actions|krx_trading_calendar|listed_shares|methodology_pdf_missing|stock_prices,date_resolution_missing:krx_trading_calendar|methodology_pdf_missing
325020,KODEX 배당가치,etfs/output/files/holdings_325020.parquet,2026-06-16,53256,downloaded,draft_review_required,FI00.WLT.SDV,FnGuide SLV Dividend Value Index,quarterly,"5,6,11,12",선물옵션 만기일 다음주 첫 영업일(D) 에 정기변경을 수행합니다,requires_calendar,score_weighted,,,,constituent_universe|corporate_actions|dividend_data|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|score_inputs|stock_prices,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar|selection.total_constituents not extracted with evidence|status=draft_extracted
326230,RISE 내수주플러스,etfs/output/files/holdings_326230.parquet,2026-06-16,21524,downloaded,draft_review_required,FI00.WLT.KDS,FnGuide Domestic Consumption Plus Index,semiannual,"6,12",선물옵션 만기일 익주 첫 영업일에 정기변경을 수행합니다,requires_calendar,float_market_cap_weighted,10%,,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar|selection.total_constituents not extracted with evidence|status=draft_extracted|weight cap exists in rules but residual/fixed bucket scope is unresolved
326240,RISE IT플러스,etfs/output/files/holdings_326240.parquet,2026-06-16,40901,downloaded,draft_review_required,,FnGuide IT PLUS Index,semiannual,"6,12",선물옵션 만기일 익주 첫 영업일에 정기변경을 수행합니다,requires_calendar,float_market_cap_weighted,10%,,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar|weight_cap_scope_requires_review
329200,TIGER 리츠부동산인프라,etfs/output/files/holdings_329200.parquet,2026-06-16,6119,downloaded,draft_review_required,FI00.WLT.MRD,FnGuide REITs Real Estate Infrastructure Index,semiannual,"6,12",선물옵션 만기일(D) 이후 2영업일(D+2) 부터 6영업일(D+6)까지 5영업일간 정기,requires_calendar,market_cap_weighted,17%,,,constituent_universe|corporate_actions|dividend_data|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar|selection.total_constituents not extracted with evidence|status=draft_extracted|weight_cap_scope_requires_review
329650,KODEX TRF3070,etfs/output/files/holdings_329650.parquet,2026-06-16,9661,downloaded,draft_review_required,FI00.MIX.SG3,FnGuide TRF Index Series,unknown,,,missing_methodology_rule,unknown,,,,constituent_universe|corporate_actions|free_float_ratio|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices,date_resolution_missing:krx_trading_calendar|rebalance_rule_missing_or_ambiguous|selection.total_constituents not extracted with evidence|status=draft_extracted
329660,KODEX TRF5050,etfs/output/files/holdings_329660.parquet,2026-06-16,7783,downloaded,draft_review_required,FI00.MIX.SG5,FnGuide TRF Index Series,unknown,,,missing_methodology_rule,unknown,,,,constituent_universe|corporate_actions|free_float_ratio|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices,date_resolution_missing:krx_trading_calendar|rebalance_rule_missing_or_ambiguous|selection.total_constituents not extracted with evidence|status=draft_extracted
329670,KODEX TRF7030,etfs/output/files/holdings_329670.parquet,2026-06-16,6278,downloaded,draft_review_required,FI00.MIX.SG7,FnGuide TRF Index Series,unknown,,,missing_methodology_rule,unknown,,,,constituent_universe|corporate_actions|free_float_ratio|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices,date_resolution_missing:krx_trading_calendar|rebalance_rule_missing_or_ambiguous|selection.total_constituents not extracted with evidence|status=draft_extracted
337120,KODEX 멀티팩터,etfs/output/files/holdings_337120.parquet,2026-06-16,85466,downloaded,draft_review_required,FI00.WLT.SMF,FnGuide Multi-Factor Index,quarterly,"4,6,9,12",선물옵션 만기일 (D-2),requires_calendar,score_weighted,,,,constituent_universe|corporate_actions|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|ranking_inputs|score_inputs|stock_prices,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar|selection.total_constituents not extracted with evidence|status=draft_extracted
367740,HANARO Fn5G산업,etfs/output/files/holdings_367740.parquet,2026-06-16,10674,downloaded,draft_review_required,FI00.WLT.NH5,FnGuide 5G Industry Index,quarterly,"5,6,11,12",선물옵션 만기일(D) 이후 4영업일(D+4)과 5영업일(D+5)에 정기변경을 수행합니다,requires_calendar,float_market_cap_weighted,,,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar|rules.selection_count differs from PDF total constituents|status=draft_extracted
367760,RISE 네트워크인프라,etfs/output/files/holdings_367760.parquet,2026-06-16,8960,downloaded,draft_review_required,FI00.WLT.KB5,FnGuide Network Infrastructure Index,semiannual,"6,12",선물옵션 만기일 익주 첫 영업일에 정기변경을 수행합니다,requires_calendar,float_market_cap_weighted,20%,,,constituent_universe|corporate_actions|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar|selection.total_constituents not extracted with evidence|status=draft_extracted|weight_cap_scope_requires_review
367770,RISE 수소경제테마,etfs/output/files/holdings_367770.parquet,2026-06-16,13013,downloaded,draft_review_required,FI00.WLT.NGF,FnGuide Golf Theme Index,semiannual,"6,12",선물옵션 만기일(D) 이후 4영업일(D+4)과 5영업일(D+5)에 정기변경을 수행합니다,requires_calendar,float_market_cap_weighted,,,,constituent_universe|corporate_actions|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar|selection.total_constituents not extracted with evidence|status=draft_extracted
368190,HANARO Fn K-뉴딜디지털플러스,etfs/output/files/holdings_368190.parquet,2026-06-16,7331,downloaded,draft_review_required,FI00.WLT.SND,FnGuide K-NewDeal Digital Plus Index,semiannual,"6,12",선물옵션 만기일 (FnGuide 2차전지,requires_calendar,float_market_cap_weighted,,,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar|selection.total_constituents not extracted with evidence|status=draft_extracted
368680,KODEX K-뉴딜디지털플러스,etfs/output/files/holdings_368680.parquet,2026-06-16,7331,downloaded,draft_review_required,FI00.WLT.SND,FnGuide K-NewDeal Digital Plus Index,semiannual,"6,12",선물옵션 만기일 (FnGuide 2차전지,requires_calendar,float_market_cap_weighted,,,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar|selection.total_constituents not extracted with evidence|status=draft_extracted
373490,KODEX 코리아혁신성장액티브,etfs/output/files/holdings_373490.parquet,2026-06-16,19885,downloaded,draft_review_required,FI00.WLT.KRD,FnGuide KOREA High Dividend,semiannual,"5,11",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,requires_calendar,float_market_cap_weighted,5%,,,constituent_universe|corporate_actions|dividend_data|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar|selection.total_constituents not extracted with evidence|status=draft_extracted|weight cap exists in rules but residual/fixed bucket scope is unresolved
377990,TIGER Fn신재생에너지,etfs/output/files/holdings_377990.parquet,2026-06-16,8241,downloaded,draft_review_required,,FnGuide K-Renewable Energy Plus Index,semiannual,"6,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,requires_calendar,custom_weighted,,,,constituent_universe|corporate_actions|custom_index_formula_inputs|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar
380340,ACE 코리아AI테크핵심산업,etfs/output/files/holdings_380340.parquet,2026-06-16,9150,downloaded,draft_review_required,,FnGuide Korea AI Tech Core Industry Index,semiannual,"6,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,requires_calendar,float_market_cap_weighted,20%,,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar|weight_cap_scope_requires_review
381560,HANARO Fn전기&수소차,etfs/output/files/holdings_381560.parquet,2026-06-16,10914,downloaded,draft_review_required,FI00.WLT.NHV,FnGuide Electric & Hydrogen Vehicle Index,semiannual,"6,12",선물옵션 만기일(D) 이후 4영업일(D+4)과 5영업일(D+5)에 정기변경을 수행합니다,requires_calendar,float_market_cap_weighted,,,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar|rules.selection_count differs from PDF total constituents|status=draft_extracted
381570,HANARO Fn친환경에너지,etfs/output/files/holdings_381570.parquet,2026-06-16,7395,downloaded,draft_review_required,,FnGuide Green Energy Index,semiannual,"6,12",선물옵션 만기일(D) 이후 4영업일(D+4)과 5영업일(D+5)에 정기변경을 수행합니다,requires_calendar,float_market_cap_weighted,,,,constituent_universe|corporate_actions|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar
385510,KODEX 신재생에너지액티브,etfs/output/files/holdings_385510.parquet,2026-06-16,21223,downloaded,draft_review_required,,FnGuide K-Renewable Energy Plus Index,semiannual,"6,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,requires_calendar,custom_weighted,,,,constituent_universe|corporate_actions|custom_index_formula_inputs|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar
385520,KODEX 자율주행액티브,etfs/output/files/holdings_385520.parquet,2026-06-16,14476,search_failed,missing_pdf,,,unknown,,,missing_methodology_rule,unknown,,,,constituent_universe|corporate_actions|krx_trading_calendar|listed_shares|methodology_pdf_missing|stock_prices,date_resolution_missing:krx_trading_calendar|methodology_pdf_missing
385600,ACE 2차전지&친환경차액티브,etfs/output/files/holdings_385600.parquet,2026-06-16,15393,downloaded,draft_review_required,,FnGuide Secondary Battery Industry Index,quarterly,"3,6,9,12",선물옵션 만기일 익주 첫 번째 영업일부터 세 번째 영업일까지 정기 변경을 수행합니다,requires_calendar,score_weighted,20%,,,constituent_universe|corporate_actions|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|score_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar|weight_cap_scope_requires_review
387280,TIGER 퓨처모빌리티액티브,etfs/output/files/holdings_387280.parquet,2026-06-16,11731,downloaded,draft_review_required,,FnGuide Fuel Cell Electric Future Mobility Index,semiannual,"6,12",선물옵션 만기일 익주 첫 영업일에 정기변경을 수행합니다,requires_calendar,float_market_cap_weighted,,,,constituent_universe|corporate_actions|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar
388280,RISE K엔터&여행레저,etfs/output/files/holdings_388280.parquet,2026-06-16,9259,downloaded,draft_review_required,,FnGuide K-Entertainment & Travel Leisure Index,semiannual,"6,12",선물옵션 만기일 익주 첫 영업일에 정기변경을 수행합니다,requires_calendar,float_market_cap_weighted,10%,,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar|weight_cap_scope_requires_review
395150,KODEX 웹툰&드라마,etfs/output/files/holdings_395150.parquet,2026-06-16,6916,downloaded,draft_review_required,FI00.WLT.SWT,FnGuide Webtoon and Drama Index,semiannual,"6,12",선물옵션 만기일 익주 첫 영업일에 정기변경을 수행합니다,requires_calendar,float_market_cap_weighted,15%,,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar|selection.total_constituents not extracted with evidence|status=draft_extracted|weight_cap_scope_requires_review
395160,KODEX AI반도체TOP2플러스,etfs/output/files/holdings_395160.parquet,2026-06-16,7849,downloaded,draft_review_required,,FnGuide AI Semiconductor TOP2 Plus Index,quarterly,"1,4,7,10",2영업일째(D+2)에 정기변경을 수행합니다,requires_calendar,float_market_cap_weighted,15%,,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:krx_trading_calendar|weight_cap_scope_requires_review
395170,KODEX Top10동일가중,etfs/output/files/holdings_395170.parquet,2026-06-16,3870,downloaded,draft_review_required,FI00.WLT.T10,FnGuide Size/Style Index Series,semiannual,"6,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,requires_calendar,float_market_cap_weighted,25%,,,constituent_universe|corporate_actions|dividend_data|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar|status=draft_extracted|weight cap exists in rules but residual/fixed bucket scope is unresolved
395270,HANARO Fn K-반도체,etfs/output/files/holdings_395270.parquet,2026-06-16,7385,downloaded,draft_review_required,,FnGuide AI Semiconductor TOP3 Plus Price Return Index,quarterly,"3,6,9,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기 개편을 수행합니다,requires_calendar,equal_weighted,,,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar
395280,HANARO Fn K-게임,etfs/output/files/holdings_395280.parquet,2026-06-16,6098,downloaded,draft_review_required,,FnGuide K-Game Index,semiannual,"6,12",선물옵션 만기일(D) 이후 4영업일(D+4)과 5영업일(D+5)에 정기변경을 수행합니다,requires_calendar,float_market_cap_weighted,,,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar
395290,HANARO Fn K-POP&미디어,etfs/output/files/holdings_395290.parquet,2026-06-16,5405,downloaded,draft_review_required,,FnGuide K-POP & Media Index,semiannual,"6,12",선물옵션 만기일(D) 이후 4영업일(D+4)과 5영업일(D+5)에 정기변경을 수행합니다,requires_calendar,float_market_cap_weighted,,,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar
395750,PLUS ESG가치주액티브,etfs/output/files/holdings_395750.parquet,2026-06-16,89352,downloaded,draft_review_required,FI00.ESG.ESG,FnGuide ESGM ESG 지수,annual,5,"마지막 영업일 기준이며, 리밸런싱은",requires_calendar,market_cap_weighted,10%,,,constituent_universe|corporate_actions|dividend_data|free_float_ratio|krx_trading_calendar|listed_shares|market_cap|month_end_business_day_calendar|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:krx_trading_calendar|date_resolution_missing:month_end_business_day_calendar|selection.total_constituents not extracted with evidence|status=draft_extracted|weight_cap_scope_requires_review
395760,PLUS ESG성장주액티브,etfs/output/files/holdings_395760.parquet,2026-06-16,78053,downloaded,draft_review_required,FI00.ESG.ESG,FnGuide ESGM ESG 지수,annual,5,"마지막 영업일 기준이며, 리밸런싱은",requires_calendar,market_cap_weighted,10%,,,constituent_universe|corporate_actions|dividend_data|free_float_ratio|krx_trading_calendar|listed_shares|market_cap|month_end_business_day_calendar|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:krx_trading_calendar|date_resolution_missing:month_end_business_day_calendar|selection.total_constituents not extracted with evidence|status=draft_extracted|weight_cap_scope_requires_review
396500,TIGER 반도체TOP10,etfs/output/files/holdings_396500.parquet,2026-06-16,3861,downloaded,draft_review_required,,FnGuide AI Semiconductor TOP10 Index,quarterly,"1,4,7,10",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,requires_calendar,float_market_cap_weighted,15%,,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity,date_resolution_missing:futures_options_expiry_calendar|date_resolution_missing:krx_trading_calendar|weight_cap_scope_requires_review
